MD,TVDSS,GR,NPHI,RHOZ,DT,VCL,PHIE,Deltaic_Facies
3277.5,3167.8821,116.3316,0.2225,2.611,84.0433,0.8094,0.0109,5
3277.65,3168.0175,114.9222,0.2257,2.6088,83.7976,0.8225,0.0077,5
3277.8,3168.1529,117.4563,0.2278,2.6217,83.7275,0.8579,0.0015,5
3277.95,3168.2883,121.3319,0.2311,2.6321,83.6023,0.8858,0.0002,5
3278.1,3168.4237,122.4842,0.2166,2.6408,83.5635,0.8353,0.0004,5
3278.25,3168.5591,121.0316,0.2074,2.6324,83.617,0.7943,0.0023,5
3278.4,3168.6946,121.0504,0.2092,2.628,83.8781,0.799,0.0047,5
3278.55,3168.83,121.6156,0.2266,2.6203,84.2099,0.8504,0.0039,5
3278.7,3168.9654,122.2611,0.2465,2.613,84.3143,0.8967,0.0016,5
3278.85,3169.1008,121.1584,0.2532,2.6068,84.2138,0.8984,0.0013,5
3279,3169.2362,121.595,0.2546,2.6031,83.911,0.8984,0.0013,5
3279.15,3169.3716,122.9388,0.2444,2.6075,83.7182,0.9012,0.0015,5
3279.3,3169.5071,127.5251,0.2549,2.6131,83.8152,0.9334,0.0008,5
3279.45,3169.6425,130.5857,0.2484,2.6184,84.3573,0.9118,0.0011,5
3279.6,3169.7779,128.6926,0.2431,2.6167,84.8393,0.8738,0.0035,5
3279.75,3169.9133,126.4864,0.2309,2.6108,85.167,0.839,0.0067,5
3279.9,3170.0487,123.6955,0.2334,2.6047,85.193,0.8628,0.0042,5
3280.05,3170.1841,122.7899,0.2412,2.612,85.2535,0.8849,0.0024,5
3280.2,3170.3196,119.0172,0.2458,2.6255,85.1013,0.8675,0.0029,5
3280.35,3170.455,118.3411,0.2405,2.6393,84.8455,0.8702,0.0013,5
3280.5,3170.5904,119.7957,0.2355,2.6443,84.8721,0.8817,0.0001,5
3280.65,3170.7258,121.4924,0.232,2.6389,84.8496,0.8763,0.001,5
3280.8,3170.8612,119.9238,0.2413,2.6324,84.8045,0.8506,0.0045,5
3280.95,3170.9966,115.5299,0.2455,2.626,84.8299,0.8347,0.0069,5
3281.1,3171.1321,116.3111,0.2392,2.6248,84.7119,0.8533,0.0039,5
3281.25,3171.2675,120.2995,0.2329,2.6273,84.8238,0.8748,0.0007,5
3281.4,3171.4029,122.1723,0.2304,2.6292,85.0449,0.8731,0.0013,5
3281.55,3171.5383,119.8669,0.2383,2.6312,85.0887,0.8488,0.0046,5
3281.7,3171.6737,115.7088,0.2408,2.6325,85.1585,0.8161,0.0094,5
3281.85,3171.8091,113.3795,0.2441,2.6297,85.1119,0.798,0.0128,5
3282,3171.9445,112.5774,0.2503,2.6212,85.1263,0.8222,0.0102,5
3282.15,3172.08,116.573,0.2546,2.614,85.1815,0.8795,0.0039,5
3282.3,3172.2154,121.9414,0.2629,2.6161,85.0526,0.9222,0.0007,5
3282.45,3172.3508,123.969,0.2587,2.6287,84.9727,0.9281,0.0004,5
3282.6,3172.4862,123.6963,0.2539,2.6357,84.5303,0.8906,0.0013,5
3282.75,3172.6216,119.3586,0.2352,2.6298,84.0453,0.8466,0.005,5
3282.9,3172.757,119.12,0.2296,2.6167,83.9053,0.8166,0.0093,5
3283.05,3172.8925,119.4391,0.2259,2.604,83.79,0.8104,0.01,5
3283.2,3173.0279,122.2112,0.2268,2.6013,84.1085,0.8046,0.0099,5
3283.35,3173.1633,126.6982,0.2199,2.6071,84.1716,0.8079,0.0075,5
3283.5,3173.2987,124.9637,0.2166,2.6148,84.1336,0.8512,0.0019,5
3283.65,3173.4341,121.3707,0.2288,2.6263,84.2885,0.8768,0.0001,5
3283.8,3173.5695,119.9328,0.2402,2.6402,84.1997,0.8885,0.0001,5
