MD,TVDSS,GR,NPHI,RHOZ,DT,VCL,PHIE,Deltaic_Facies
3194.6088,2996.769,81.2733,0.2238,2.3951,82.5997,0.3642,0.1561,1
3194.7612,2996.8978,77.7048,0.2329,2.3815,82.9665,0.3466,0.1636,1
3194.9136,2997.0267,73.1502,0.2236,2.373,83.7067,0.2921,0.1743,1
3195.066,2997.1555,66.7833,0.2452,2.3708,83.4506,0.2604,0.1797,1
3195.2184,2997.2843,66.9932,0.2384,2.3827,82.1485,0.2619,0.1746,1
3195.3708,2997.4132,67.0109,0.2423,2.3994,81.4119,0.2868,0.1627,1
3195.5232,2997.542,71.4234,0.2187,2.4125,79.373,0.3145,0.1481,1
3195.6756,2997.6708,71.4115,0.2077,2.4136,78.8704,0.3025,0.1484,1
3195.828,2997.7997,72.5899,0.1998,2.4026,78.9384,0.2645,0.1538,1
3195.9804,2997.9285,66.9487,0.1902,2.3949,79.8699,0.2443,0.1534,1
3196.1328,2998.0574,65.8112,0.1868,2.4054,80.9012,0.2684,0.149,1
3196.2852,2998.1862,68.9599,0.2023,2.4137,81.8005,0.291,0.1501,1
3196.4376,2998.315,69.8156,0.2223,2.4158,80.9628,0.299,0.1569,1
3196.59,2998.4439,70.3352,0.2357,2.4049,79.9025,0.308,0.1558,1
3196.7424,2998.5727,71.2352,0.2251,2.4108,79.1348,0.3106,0.1495,1
3196.8948,2998.7016,71.0093,0.2217,2.4217,79.8177,0.3385,0.1435,1
3197.0472,2998.8304,80.189,0.2106,2.4153,81.1894,0.3434,0.1472,1
3197.1996,2998.9592,80.9682,0.2138,2.4003,83.2835,0.3297,0.1575,1
3197.352,2999.0881,84.7382,0.2206,2.3828,83.2975,0.3805,0.1526,1
3197.5044,2999.2169,82.2755,0.2334,2.4006,82.9459,0.4321,0.1404,1
3197.6568,2999.3458,82.243,0.2344,2.4192,83.1989,0.4221,0.1366,1
3197.8092,2999.4746,79.7325,0.2345,2.4272,82.5714,0.4106,0.1374,1
3197.9616,2999.6034,79.3973,0.2311,2.4227,81.9981,0.3782,0.1425,1
3198.114,2999.7323,75.8614,0.233,2.4206,81.8835,0.3834,0.1376,1
3198.2664,2999.8611,77.6258,0.2254,2.4303,81.8199,0.374,0.1424,1
3198.4188,2999.99,76.0718,0.2409,2.4294,81.7689,0.4085,0.1426,1
3198.5712,3000.1188,80.1678,0.2382,2.4143,82.554,0.3937,0.1487,1
3198.7236,3000.2476,77.5637,0.2382,2.4034,82.9037,0.3682,0.1482,1
3198.876,3000.3765,75.5737,0.2234,2.4067,83.3918,0.3314,0.1438,1
3199.0284,3000.5053,72.3173,0.2161,2.4242,83.5419,0.3536,0.139,1
