3789.9688,3051.1009,89.0947,0.2095,2.5521,77.125,0.5062,0.0591,5
3790.1212,3051.2209,88.7103,0.1983,2.5543,76.5625,0.4731,0.0591,5
3790.2736,3051.341,90.1858,0.1941,2.5595,76,0.4693,0.0562,5
3790.426,3051.461,90.2557,0.1932,2.5649,75.125,0.4769,0.0528,5
3790.5784,3051.581,84.7061,0.1878,2.572,75.0833,0.4728,0.0488,5
3790.7308,3051.7011,80.2458,0.1816,2.5779,74.75,0.4351,0.0494,5
3790.8832,3051.8211,81.7463,0.1842,2.5806,75.5833,0.4537,0.0466,5
3791.0356,3051.9411,88.434,0.1977,2.5737,77.625,0.5092,0.0465,5
3791.188,3052.0612,92.2389,0.2129,2.5658,80.4167,0.5444,0.0498,5
3791.3404,3052.1812,102.9605,0.2251,2.5701,82.7917,0.5935,0.0454,5
3791.4928,3052.3013,107.3865,0.2377,2.5802,83.5,0.6553,0.0372,5
3791.6452,3052.4213,114.4336,0.2532,2.5954,84.25,0.7368,0.0249,5
3791.7976,3052.5413,115.0894,0.2652,2.6076,84.5417,0.8008,0.0089,5
3791.95,3052.6614,114.723,0.2665,2.6078,84.5208,0.8055,0.0081,5
3792.1024,3052.7814,112.7193,0.2619,2.6057,84.5,0.786,0.0117,5
3792.2548,3052.9014,115.7761,0.2534,2.6045,84.5625,0.7553,0.0187,5
3792.4072,3053.0215,108.4691,0.2457,2.6045,84.4063,0.7297,0.0198,5
3792.5596,3053.1415,103.74,0.2442,2.6079,84.25,0.7252,0.0184,5
3792.712,3053.2615,101.3327,0.2417,2.6091,83.375,0.6955,0.0204,5
3792.8644,3053.3816,102.5851,0.2392,2.6003,82.5,0.6997,0.0235,5
3793.0168,3053.5016,99.9813,0.2422,2.5817,83.375,0.6733,0.0356,5
3793.1692,3053.6216,93.6852,0.2493,2.5548,83.5,0.6011,0.0574,5
3793.3216,3053.7417,85.2626,0.2511,2.5259,82.125,0.4971,0.0836,5
3793.474,3053.8617,78.0165,0.2373,2.4974,82.375,0.4076,0.102,5
3793.6264,3053.9817,72.4542,0.2176,2.4819,80.5,0.3389,0.111,3
3793.7788,3054.1018,75.0403,0.2111,2.4851,77.75,0.3709,0.1033,3
3793.9312,3054.2218,78.8846,0.2104,2.493,77.0625,0.3932,0.0971,3
3794.0836,3054.3419,83.35,0.2143,2.5101,76.4688,0.4398,0.0855,3
3794.236,3054.4619,84.9112,0.2212,2.5352,75.5833,0.4927,0.0708,3
3794.3884,3054.5819,86.9398,0.2264,2.5513,76.25,0.5178,0.0627,3
3794.5408,3054.702,86.9974,0.2257,2.5487,76.375,0.5185,0.0635,3
3794.6932,3054.822,81.219,0.2205,2.5387,76.25,0.4471,0.0753,3
3794.8456,3054.942,80.7136,0.22,2.53,77.25,0.4409,0.0795,3
3794.998,3055.0621,79.7479,0.2267,2.5179,79.5,0.429,0.0879,3
3795.1504,3055.1821,89.0033,0.24,2.51,79.8125,0.5253,0.0826,3
3795.3028,3055.3021,99.7359,0.2515,2.5256,80.5625,0.5942,0.0706,3
3795.4552,3055.4222,108.2852,0.2562,2.563,81.3125,0.6833,0.0455,3
3795.6076,3055.5422,110.6183,0.2553,2.5987,81.5,0.7503,0.0214,5
3795.76,3055.6622,112.3899,0.251,2.6119,81.75,0.7618,0.0141,5
3795.9124,3055.7823,113.2162,0.2497,2.613,81.5,0.7597,0.0135,5
3796.0648,3055.9023,114.0901,0.2508,2.6184,81.125,0.7739,0.0097,5
3796.2172,3056.0224,112.0303,0.2501,2.6241,83.125,0.7828,0.006,5
3796.3696,3056.1424,111.3585,0.2435,2.6289,81,0.7702,0.0037,5
3796.522,3056.2624,114.2872,0.2382,2.6272,80.625,0.7492,0.0056,5
3796.6744,3056.3825,112.7566,0.2421,2.6201,83.875,0.7483,0.0098,5
3796.8268,3056.5025,112.7621,0.2472,2.6161,82.875,0.7574,0.0118,5
3796.9792,3056.6225,109.4849,0.2442,2.6157,81.375,0.7466,0.0125,5
3797.1316,3056.7426,110.3701,0.2386,2.6141,82.125,0.7248,0.0144,5
3797.284,3056.8626,105.9631,0.2345,2.611,81,0.7051,0.017,5
3797.4364,3056.9826,104.5936,0.2341,2.6053,80.625,0.6925,0.0209,5
3797.5888,3057.1027,99.1162,0.2367,2.5992,80.6875,0.6681,0.0269,5
3797.7412,3057.2227,100.0638,0.2371,2.5949,80.75,0.6798,0.0277,5
3797.8936,3057.3427,102.9903,0.2327,2.5928,81.25,0.6634,0.0294,5
3798.046,3057.4628,102.411,0.2255,2.5905,80,0.6348,0.0319,5
3798.1984,3057.5828,96.443,0.2196,2.5809,81.875,0.5963,0.0391,5
3798.3508,3057.7028,91.1846,0.2175,2.5539,79.6875,0.5364,0.0571,2
3798.5032,3057.8237,84.7759,0.2178,2.5252,78.5625,0.4811,0.0757,2
3798.6556,3057.9462,87.4902,0.2198,2.5085,77.4375,0.455,0.0862,2
3798.808,3058.0687,92.256,0.2229,2.5018,77.75,0.4522,0.0901,2
3798.9604,3058.1912,92.5188,0.2302,2.5084,77.625,0.4895,0.0848,2
3799.1128,3058.3137,87.4615,0.2365,2.5183,78.375,0.5242,0.0786,2
3799.2652,3058.4362,84.5258,0.2426,2.5126,79.9375,0.488,0.0873,2
3799.4176,3058.5587,81.4997,0.2488,2.4946,79.875,0.4506,0.1011,2
3799.57,3058.6812,78.9181,0.2483,2.4714,79.8125,0.4187,0.1145,2
3799.7224,3058.8037,84.0741,0.2432,2.4685,81.5,0.4546,0.1096,2
3799.8748,3058.9262,95.3677,0.2382,2.5007,79.625,0.501,0.0891,2
3800.0272,3059.0487,97.7249,0.2398,2.4943,80.5625,0.4938,0.093,2
3800.1796,3059.1712,85.4634,0.2443,2.4357,80.8125,0.3939,0.1301,2
3800.332,3059.2937,64.166,0.2468,2.3768,81.0625,0.2366,0.1744,2
3800.4844,3059.4162,54.87,0.2459,2.3541,82.25,0.1219,0.1989,2
3800.6368,3059.5387,56.1656,0.2442,2.3647,82.625,0.1378,0.1921,2
3800.7892,3059.6612,58.3824,0.245,2.3783,82.625,0.1652,0.1836,2
3800.9416,3059.7837,58.6868,0.2452,2.3854,80.75,0.169,0.1806,2
3801.094,3059.9062,57.5844,0.2436,2.3907,82.625,0.1554,0.1803,2
3801.2464,3060.0287,58.2853,0.2408,2.3947,79.5,0.164,0.1764,2
3801.3988,3060.1512,57.9537,0.2391,2.3963,78.875,0.1599,0.1759,2
3801.5512,3060.2737,55.9076,0.2375,2.3963,78.9687,0.1347,0.1792,2
3801.7036,3060.3962,58.1163,0.2358,2.3983,79.0625,0.1619,0.1736,2
3801.856,3060.5187,61.662,0.2368,2.4025,78.625,0.2057,0.1659,2
3802.0084,3060.6412,61.6681,0.2435,2.4091,79.125,0.2058,0.166,2
3802.1608,3060.7637,60.0018,0.2528,2.4136,78.625,0.1852,0.1723,2
3802.3132,3060.8862,54.4604,0.2581,2.411,80.5,0.1168,0.188,2
3802.4656,3061.0087,57.7922,0.2602,2.4066,80.9375,0.1579,0.1826,2
3802.618,3061.1312,61.7731,0.2587,2.4087,80.0625,0.2071,0.1725,2
3802.7704,3061.2537,62.5906,0.2466,2.4142,79.1875,0.2172,0.1636,2
3802.9228,3061.3762,61.3116,0.229,2.4176,77.25,0.2014,0.1583,2
3803.0752,3061.4987,58.7968,0.2113,2.4201,76.25,0.1703,0.1553,2
3803.2276,3061.6212,56.6803,0.1881,2.4342,74.5,0.1442,0.1453,2
3803.38,3061.7437,57.6624,0.1808,2.4646,74.25,0.1563,0.1303,2
3803.5324,3061.8662,61.2586,0.1932,2.4849,73.625,0.2007,0.1213,2
3803.6848,3061.9887,58.3625,0.2136,2.4884,74.125,0.165,0.1368,2
3803.8372,3062.1112,56.2349,0.2357,2.4708,75.1563,0.1387,0.1569,2
3803.9896,3062.2337,58.6079,0.2496,2.4333,76.5833,0.168,0.1682,2
3804.142,3062.3562,61.8288,0.2523,2.4046,77.875,0.2078,0.1707,2
3804.2944,3062.4787,58.0285,0.2502,2.396,78.7083,0.1608,0.1806,2
3804.4468,3062.6012,60.0932,0.2469,2.3964,78,0.1863,0.1747,2
3804.5992,3062.7237,60.264,0.2454,2.3985,79.375,0.1884,0.1731,2
