WELL,MD,TVDSS,GR,NPHI,RHOZ,DT,VCL,PHIE,Deltaic_Facies
RD_7P,2929.9662,2705.7779,105.824,0.281,2.608,84.627,0.6417,0.0518,4
RD_7P,2930.0424,2705.8504,106.642,0.29,2.593,83.541,0.6511,0.0587,4
RD_7P,2930.1186,2705.9229,107.591,0.297,2.558,82.184,0.662,0.0735,4
RD_7P,2930.1948,2705.9955,107.81,0.301,2.494,81.04,0.6645,0.0756,4
RD_7P,2930.271,2706.068,106.784,0.302,2.408,80.82,0.6527,0.0847,4
RD_7P,2930.3472,2706.1406,104.711,0.299,2.317,81.968,0.4883,0.1535,4
RD_7P,2930.4234,2706.2131,102.524,0.294,2.24,84.211,0.3018,0.2095,4
RD_7P,2930.4996,2706.2856,101.313,0.284,2.186,86.747,0.1472,0.2558,4
RD_7P,2930.5758,2706.3582,101.615,0.271,2.161,88.955,0.045,0.2865,4
RD_7P,2930.652,2706.4307,103.175,0.258,2.164,90.83,0.0039,0.2988,4
RD_7P,2930.7282,2706.5032,105.257,0.249,2.194,92.659,0.0365,0.2851,4
RD_7P,2930.8044,2706.5758,107.188,0.244,2.244,94.252,0.1274,0.2508,4
RD_7P,2930.8806,2706.6483,108.604,0.243,2.308,94.828,0.2636,0.2086,4
RD_7P,2930.9568,2706.7208,109.381,0.243,2.377,93.85,0.4143,0.1644,5
RD_7P,2931.033,2706.7934,109.645,0.243,2.44,91.806,0.552,0.1247,5
RD_7P,2931.1092,2706.8659,109.501,0.244,2.491,89.923,0.667,0.0736,5
RD_7P,2931.1854,2706.9384,109.044,0.245,2.526,89.075,0.6787,0.065,5
RD_7P,2931.2616,2707.011,108.27,0.248,2.544,89.178,0.6698,0.0686,5
RD_7P,2931.3378,2707.0835,107.259,0.253,2.546,89.605,0.6581,0.07,5
RD_7P,2931.414,2707.1561,106.493,0.259,2.532,89.976,0.6493,0.0783,5
RD_7P,2931.4902,2707.2286,106.715,0.264,2.508,90.265,0.6519,0.0853,5
RD_7P,2931.5664,2707.3011,108.284,0.267,2.481,90.388,0.6699,0.0714,5
RD_7P,2931.6426,2707.3737,110.98,0.271,2.458,90.058,0.6938,0.0545,5
RD_7P,2931.7188,2707.4462,114.203,0.276,2.445,89.073,0.6837,0.0614,5
RD_7P,2931.795,2707.5187,117.355,0.284,2.445,87.579,0.713,0.0426,5
RD_7P,2931.8712,2707.5913,120.074,0.292,2.457,85.875,0.7685,0.0183,5
RD_7P,2931.9474,2707.6638,122.352,0.298,2.478,84.117,0.8316,0.0055,5
RD_7P,2932.0236,2707.7363,124.363,0.299,2.503,82.434,0.8547,0.0033,5
RD_7P,2932.0998,2707.8089,126.188,0.296,2.53,81.18,0.8757,0.002,5
RD_7P,2932.176,2707.8814,127.668,0.286,2.554,80.773,0.8927,0.0013,5
RD_7P,2932.2522,2707.9539,128.429,0.271,2.574,81.244,0.9015,0.001,5
RD_7P,2932.3284,2708.0265,128.21,0.252,2.589,82.12,0.8884,0.0014,5
RD_7P,2932.4046,2708.099,127.141,0.233,2.598,82.832,0.8299,0.0057,5
RD_7P,2932.4808,2708.1716,125.525,0.215,2.601,83.209,0.7663,0.019,5
RD_7P,2932.557,2708.2441,123.77,0.202,2.602,83.451,0.7187,0.0265,5
RD_7P,2932.6332,2708.3166,122.236,0.194,2.602,83.699,0.6884,0.0272,5
RD_7P,2932.7094,2708.3892,121.006,0.191,2.604,83.826,0.68,0.0264,5
RD_7P,2932.7856,2708.4617,119.936,0.19,2.607,83.64,0.6807,0.0247,5
RD_7P,2932.8618,2708.5342,118.866,0.19,2.61,83.165,0.6851,0.023,5
RD_7P,2932.938,2708.6068,117.836,0.19,2.614,82.689,0.691,0.0206,5
RD_7P,2933.0142,2708.6793,117.082,0.192,2.615,82.52,0.7001,0.0198,5
RD_7P,2933.0904,2708.7518,116.819,0.195,2.614,82.74,0.7099,0.0201,5
RD_7P,2933.1666,2708.8244,117.093,0.2,2.612,83.191,0.7259,0.0208,5
RD_7P,2933.2428,2708.8969,117.803,0.208,2.608,83.642,0.7502,0.0223,5
RD_7P,2933.319,2708.9695,118.842,0.217,2.603,83.931,0.7768,0.0159,5
RD_7P,2933.3952,2709.042,120.005,0.223,2.599,84.018,0.7936,0.0117,5
RD_7P,2933.4714,2709.1145,120.937,0.225,2.594,83.942,0.7938,0.0117,5
RD_7P,2933.5476,2709.1871,121.495,0.221,2.591,83.759,0.7803,0.0154,5
RD_7P,2933.6238,2709.2596,121.63,0.216,2.588,83.511,0.7562,0.0232,5
RD_7P,2933.7,2709.3321,121.327,0.21,2.587,83.232,0.7326,0.0277,5
RD_7P,2933.7762,2709.4047,120.592,0.205,2.588,82.978,0.7167,0.0288,5
RD_7P,2933.8524,2709.4772,119.723,0.203,2.59,82.851,0.7136,0.0285,5
RD_7P,2933.9286,2709.5497,119.305,0.203,2.592,82.954,0.7177,0.0277,5
RD_7P,2934.0048,2709.6223,119.86,0.204,2.593,83.314,0.7233,0.0276,5
RD_7P,2934.081,2709.6948,121.289,0.206,2.592,83.849,0.7285,0.0286,5
RD_7P,2934.1572,2709.7673,123.083,0.208,2.59,84.409,0.7316,0.0302,5
RD_7P,2934.2334,2709.8399,124.818,0.212,2.587,84.864,0.7398,0.03,5
RD_7P,2934.3096,2709.9124,126.153,0.217,2.583,85.188,0.7496,0.0258,5
RD_7P,2934.3858,2709.985,126.854,0.222,2.581,85.451,0.7634,0.0206,5
RD_7P,2934.462,2710.0575,126.941,0.226,2.579,85.709,0.7737,0.0173,5
RD_7P,2934.5382,2710.13,126.6,0.227,2.578,85.938,0.7752,0.0169,5
RD_7P,2934.6144,2710.2026,126.088,0.227,2.579,86.059,0.7773,0.0163,5
RD_7P,2934.6906,2710.2751,125.724,0.224,2.582,86.058,0.7726,0.0176,5
RD_7P,2934.7668,2710.3476,125.728,0.223,2.587,86.024,0.7793,0.0157,5
RD_7P,2934.843,2710.4202,126.271,0.223,2.593,86.063,0.7915,0.0126,5
RD_7P,2934.9192,2710.4927,127.376,0.225,2.6,86.199,0.813,0.0083,5
RD_7P,2934.9954,2710.5652,128.752,0.228,2.607,86.385,0.8381,0.0049,5
RD_7P,2935.0716,2710.6378,129.86,0.23,2.612,86.561,0.8555,0.0033,5
RD_7P,2935.1478,2710.7103,130.512,0.229,2.615,86.71,0.8581,0.0032,5
RD_7P,2935.224,2710.7829,130.877,0.228,2.615,86.896,0.8545,0.0034,5
RD_7P,2935.3002,2710.8554,131.068,0.228,2.613,87.213,0.8504,0.0038,5
RD_7P,2935.3764,2710.9279,131.106,0.229,2.61,87.624,0.8478,0.004,5
RD_7P,2935.4526,2711.0005,131.011,0.231,2.609,87.935,0.853,0.0035,5
RD_7P,2935.5288,2711.073,130.773,0.234,2.61,87.955,0.8658,0.0026,5
RD_7P,2935.605,2711.1455,130.511,0.238,2.613,87.69,0.8863,0.0016,5
RD_7P,2935.6812,2711.2181,130.425,0.243,2.618,87.346,0.8932,0.0013,5
RD_7P,2935.7574,2711.2906,130.911,0.25,2.623,87.108,0.8981,0.0011,5
RD_7P,2935.8336,2711.3631,132.028,0.258,2.627,86.915,0.9094,0.0008,5
RD_7P,2935.9098,2711.4357,133.289,0.263,2.628,86.546,0.9221,0.0001,5
RD_7P,2935.986,2711.5082,133.943,0.263,2.628,85.928,0.9287,0.0001,5
RD_7P,2936.0622,2711.5807,133.426,0.259,2.626,85.255,0.9235,0.0001,5
RD_7P,2936.1384,2711.6533,131.718,0.252,2.623,84.765,0.9062,0.0009,5
RD_7P,2936.2146,2711.7258,129.502,0.246,2.62,84.475,0.8839,0.0017,5
RD_7P,2936.2908,2711.7984,127.609,0.242,2.616,84.161,0.8647,0.0027,5
RD_7P,2936.367,2711.8709,126.547,0.242,2.612,83.608,0.854,0.0035,5
RD_7P,2936.4432,2711.9434,126.224,0.243,2.608,82.858,0.8507,0.0037,5
RD_7P,2936.5194,2712.016,126.089,0.245,2.605,82.152,0.8494,0.0038,5
RD_7P,2936.5956,2712.0885,125.443,0.244,2.604,81.682,0.8429,0.0045,5
RD_7P,2936.6718,2712.161,124.01,0.24,2.604,81.469,0.8284,0.0061,5
RD_7P,2936.748,2712.2336,122.174,0.232,2.606,81.418,0.8098,0.0089,5
RD_7P,2936.8242,2712.3061,120.547,0.222,2.609,81.429,0.7934,0.0122,5
RD_7P,2936.9004,2712.3786,119.619,0.212,2.612,81.464,0.784,0.0115,5
RD_7P,2936.9766,2712.4512,119.392,0.206,2.614,81.547,0.7735,0.0115,5
RD_7P,2937.0528,2712.5237,119.358,0.202,2.615,81.687,0.7611,0.0122,5
RD_7P,2937.129,2712.5963,119.052,0.202,2.615,81.844,0.7611,0.0122,5
RD_7P,2937.2052,2712.6688,118.412,0.203,2.614,81.95,0.7627,0.0125,5
RD_7P,2937.2814,2712.7413,117.773,0.204,2.612,81.985,0.7622,0.0133,5
RD_7P,2937.3576,2712.8139,117.519,0.204,2.61,81.996,0.7581,0.0146,5
RD_7P,2937.4338,2712.8864,117.775,0.204,2.608,82.019,0.754,0.0162,5
RD_7P,2937.51,2712.9589,118.456,0.203,2.605,82.052,0.7443,0.0188,5
RD_7P,2937.5862,2713.0315,119.236,0.203,2.602,82.088,0.7382,0.0214,5
RD_7P,2937.6624,2713.104,119.595,0.204,2.597,82.145,0.7315,0.0249,5
RD_7P,2937.7386,2713.1765,119.178,0.206,2.593,82.242,0.7305,0.0275,5
RD_7P,2937.8148,2713.2491,118.115,0.209,2.59,82.349,0.7352,0.0286,5
RD_7P,2937.891,2713.3216,116.789,0.212,2.589,82.369,0.7439,0.0279,5
RD_7P,2937.9672,2713.3941,115.568,0.215,2.589,82.23,0.7431,0.0269,5
RD_7P,2938.0434,2713.4667,114.672,0.216,2.59,81.978,0.7341,0.026,5
RD_7P,2938.1196,2713.5392,114.153,0.214,2.589,81.74,0.7288,0.0262,5
RD_7P,2938.1958,2713.6118,113.93,0.209,2.587,81.602,0.7266,0.0274,5
RD_7P,2938.272,2713.6843,113.925,0.203,2.584,81.538,0.7013,0.0313,5
RD_7P,2938.3482,2713.7568,114,0.199,2.582,81.467,0.6829,0.0348,5
RD_7P,2938.4244,2713.8294,114.09,0.199,2.582,81.357,0.6829,0.0357,5
RD_7P,2938.5006,2713.9019,114.362,0.201,2.585,81.267,0.6962,0.0337,5
RD_7P,2938.5768,2713.9744,114.96,0.205,2.59,81.258,0.7208,0.0291,5
RD_7P,2938.653,2714.047,115.695,0.209,2.598,81.31,0.7444,0.023,5
RD_7P,2938.7292,2714.1195,116.243,0.212,2.606,81.35,0.7499,0.0183,5
RD_7P,2938.8054,2714.192,116.419,0.212,2.614,81.347,0.7517,0.014,5
RD_7P,2938.8816,2714.2646,116.333,0.211,2.62,81.329,0.7508,0.0109,5
RD_7P,2938.9578,2714.3371,116.339,0.209,2.623,81.338,0.7509,0.009,5
RD_7P,2939.034,2714.4097,116.739,0.207,2.622,81.384,0.7549,0.0085,5
RD_7P,2939.1102,2714.4822,117.451,0.205,2.62,81.439,0.7621,0.0083,5
RD_7P,2939.1864,2714.5547,118.04,0.203,2.616,81.473,0.7668,0.0095,5
RD_7P,2939.2626,2714.6273,118.036,0.2,2.611,81.469,0.7458,0.0136,5
RD_7P,2939.3388,2714.6998,117.386,0.197,2.607,81.445,0.7268,0.0173,5
RD_7P,2939.415,2714.7723,116.509,0.195,2.602,81.446,0.7094,0.022,5
RD_7P,2939.4912,2714.8449,116.055,0.195,2.598,81.523,0.7013,0.0253,5
RD_7P,2939.5674,2714.9174,116.288,0.196,2.594,81.69,0.6967,0.0281,5
RD_7P,2939.6436,2714.9899,116.919,0.2,2.591,81.89,0.7049,0.0287,5
RD_7P,2939.7198,2715.0625,117.414,0.203,2.592,82.053,0.7177,0.0267,5
RD_7P,2939.796,2715.135,117.493,0.206,2.595,82.177,0.7346,0.023,5
RD_7P,2939.8722,2715.2075,117.235,0.206,2.6,82.321,0.7448,0.0195,5
RD_7P,2939.9484,2715.2801,117.047,0.204,2.606,82.502,0.7499,0.016,5
RD_7P,2940.0246,2715.3526,117.288,0.2,2.612,82.65,0.7478,0.0136,5
RD_7P,2940.1008,2715.4252,117.891,0.198,2.616,82.694,0.7488,0.012,5
RD_7P,2940.177,2715.4977,118.451,0.197,2.618,82.675,0.7493,0.0116,5
RD_7P,2940.2532,2715.5702,118.579,0.198,2.619,82.688,0.755,0.011,5
RD_7P,2940.3294,2715.6428,118.269,0.2,2.619,82.752,0.7621,0.0108,5
RD_7P,2940.4056,2715.7153,117.899,0.203,2.619,82.781,0.7667,0.0108,5
RD_7P,2940.4818,2715.7878,117.906,0.205,2.619,82.712,0.7667,0.0114,5
RD_7P,2940.558,2715.8604,118.534,0.207,2.618,82.597,0.7731,0.0116,5
RD_7P,2940.6342,2715.9329,119.746,0.209,2.618,82.545,0.7853,0.0107,5
RD_7P,2940.7104,2716.0054,121.354,0.212,2.616,82.586,0.7991,0.0104,5
RD_7P,2940.7866,2716.078,123.123,0.214,2.613,82.638,0.8001,0.0107,5
RD_7P,2940.8628,2716.1505,124.842,0.215,2.611,82.626,0.7996,0.0108,5
RD_7P,2940.939,2716.2231,126.304,0.214,2.609,82.6,0.792,0.0125,5
RD_7P,2941.0152,2716.2956,127.198,0.212,2.61,82.672,0.7868,0.0137,5
RD_7P,2941.0914,2716.3681,127.257,0.212,2.613,82.869,0.793,0.0123,5
RD_7P,2941.1676,2716.4407,126.394,0.213,2.617,83.05,0.8047,0.0091,5
RD_7P,2941.2438,2716.5132,124.724,0.214,2.622,82.998,0.8185,0.0046,5
RD_7P,2941.32,2716.5857,122.506,0.214,2.624,82.6,0.8132,0.0028,5
RD_7P,2941.3962,2716.6583,119.967,0.212,2.624,81.919,0.7875,0.0035,5
RD_7P,2941.4724,2716.7308,117.198,0.206,2.617,81.103,0.7596,0.0082,5
RD_7P,2941.5486,2716.8033,114.107,0.199,2.604,80.28,0.7279,0.0167,5
RD_7P,2941.6248,2716.8759,110.526,0.192,2.586,79.468,0.666,0.0302,5
RD_7P,2941.701,2716.9484,106.631,0.188,2.563,78.568,0.6046,0.0461,5
RD_7P,2941.7772,2717.0209,103.076,0.187,2.541,77.593,0.556,0.0604,5
RD_7P,2941.8534,2717.0935,100.778,0.187,2.524,76.855,0.5212,0.0714,5
RD_7P,2941.9296,2717.166,100.414,0.188,2.515,76.806,0.5064,0.0771,5
RD_7P,2942.0058,2717.2386,102.131,0.189,2.516,77.682,0.5121,0.0771,5
RD_7P,2942.082,2717.3111,105.517,0.19,2.528,79.344,0.5402,0.0713,5
RD_7P,2942.1582,2717.3836,109.734,0.191,2.549,81.44,0.5867,0.0612,5
RD_7P,2942.2344,2717.4562,113.886,0.194,2.575,83.741,0.6506,0.0476,5
RD_7P,2942.3106,2717.5287,117.313,0.201,2.6,86.241,0.7269,0.0322,5
RD_7P,2942.3868,2717.6012,119.787,0.214,2.619,88.855,0.7857,0.014,5
RD_7P,2942.463,2717.6738,121.301,0.23,2.629,91.188,0.801,0.0105,5
RD_7P,2942.5392,2717.7463,121.894,0.248,2.627,92.827,0.807,0.0094,5
RD_7P,2942.6154,2717.8188,121.726,0.263,2.615,93.731,0.8053,0.0097,5
RD_7P,2942.6916,2717.8914,121.128,0.271,2.595,94.163,0.7993,0.0109,5
RD_7P,2942.7678,2717.9639,120.302,0.272,2.573,94.246,0.7909,0.0127,5
RD_7P,2942.844,2718.0365,119.45,0.27,2.551,93.762,0.7823,0.0149,5
RD_7P,2942.9202,2718.109,118.661,0.267,2.534,92.495,0.7744,0.0171,5
RD_7P,2942.9964,2718.1815,117.933,0.265,2.526,90.681,0.767,0.0194,5
RD_7P,2943.0726,2718.2541,117.343,0.266,2.527,88.957,0.761,0.0214,5
RD_7P,2943.1488,2718.3266,116.988,0.268,2.538,87.74,0.7575,0.0227,5
RD_7P,2943.225,2718.3991,116.883,0.269,2.555,86.868,0.7564,0.0231,5
RD_7P,2943.3012,2718.4717,116.917,0.266,2.574,85.973,0.7567,0.023,5
RD_7P,2943.3774,2718.5442,116.913,0.258,2.589,85.03,0.7567,0.023,5
RD_7P,2943.4536,2718.6167,116.585,0.248,2.599,84.416,0.7534,0.0243,5
RD_7P,2943.5298,2718.6893,115.735,0.24,2.601,84.493,0.7448,0.0274,5
RD_7P,2943.606,2718.7618,114.542,0.235,2.6,85.196,0.7327,0.0302,5
RD_7P,2943.6822,2718.8343,113.411,0.235,2.599,86.006,0.7213,0.0325,5
RD_7P,2943.7584,2718.9069,112.592,0.238,2.598,86.385,0.7131,0.0341,5
RD_7P,2943.8346,2718.9794,112.285,0.243,2.598,86.248,0.7099,0.0344,5
RD_7P,2943.9108,2719.052,112.498,0.246,2.597,85.964,0.7121,0.0347,5
RD_7P,2943.987,2719.1245,113.09,0.247,2.595,85.985,0.7181,0.0351,5
RD_7P,2944.0632,2719.197,113.849,0.247,2.593,86.481,0.7257,0.0353,5
RD_7P,2944.1394,2719.2696,114.587,0.247,2.591,87.246,0.7332,0.0331,5
RD_7P,2944.2156,2719.3421,115.205,0.248,2.589,87.943,0.7394,0.0302,5
RD_7P,2944.2918,2719.4146,115.65,0.249,2.588,88.492,0.7439,0.0282,5
RD_7P,2944.368,2719.4872,116.073,0.25,2.586,89.086,0.7482,0.0264,5
RD_7P,2944.4442,2719.5597,116.569,0.249,2.583,89.716,0.7532,0.0243,5
RD_7P,2944.5204,2719.6322,117.09,0.248,2.579,89.958,0.7585,0.0224,5
RD_7P,2944.5966,2719.7048,117.643,0.248,2.576,89.414,0.7641,0.0204,5
RD_7P,2944.6728,2719.7773,118.221,0.248,2.575,88.195,0.7699,0.0185,5
RD_7P,2944.749,2719.8498,118.544,0.251,2.576,86.92,0.7732,0.0175,5
RD_7P,2944.8252,2719.9224,118.412,0.253,2.577,86.204,0.7718,0.0179,5
RD_7P,2944.9014,2719.9949,117.806,0.253,2.577,86.114,0.7657,0.0198,5
RD_7P,2944.9776,2720.0675,116.895,0.249,2.576,86.242,0.7565,0.0231,5
RD_7P,2945.0538,2720.14,115.761,0.244,2.574,86.329,0.7451,0.0277,5
RD_7P,2945.13,2720.2125,114.541,0.238,2.57,86.552,0.7327,0.0334,5
RD_7P,2945.2062,2720.2851,113.435,0.235,2.566,87.112,0.7216,0.0392,5
RD_7P,2945.2824,2720.3576,112.644,0.233,2.562,87.82,0.7136,0.0437,5
RD_7P,2945.3586,2720.4301,112.354,0.231,2.56,88.184,0.7106,0.0452,5
RD_7P,2945.4348,2720.5027,112.554,0.227,2.558,87.887,0.7127,0.0442,5
RD_7P,2945.511,2720.5752,113.054,0.222,2.559,87.151,0.7177,0.0413,5
RD_7P,2945.5872,2720.6477,113.732,0.218,2.563,86.531,0.7122,0.0445,5
RD_7P,2945.6634,2720.7203,114.477,0.218,2.568,86.408,0.7225,0.0387,5
RD_7P,2945.7396,2720.7928,115.201,0.223,2.574,86.724,0.7394,0.0302,5
RD_7P,2945.8158,2720.8654,115.909,0.231,2.579,87.178,0.7466,0.0271,5
RD_7P,2945.892,2720.9379,116.601,0.241,2.582,87.516,0.7535,0.0242,5
RD_7P,2945.9682,2721.0104,117.162,0.248,2.583,87.674,0.7592,0.0221,5
RD_7P,2946.0444,2721.083,117.476,0.25,2.581,87.709,0.7624,0.021,5
RD_7P,2946.1206,2721.1555,117.559,0.25,2.578,87.597,0.7632,0.0207,5
RD_7P,2946.1968,2721.228,117.504,0.248,2.576,87.222,0.7627,0.0209,5
RD_7P,2946.273,2721.3006,117.398,0.248,2.576,86.568,0.7616,0.0212,5
RD_7P,2946.3492,2721.3731,117.494,0.249,2.577,85.843,0.7626,0.0209,5
RD_7P,2946.4254,2721.4456,117.934,0.251,2.579,85.329,0.767,0.0194,5
RD_7P,2946.5016,2721.5182,118.687,0.252,2.582,85.145,0.7746,0.017,5
RD_7P,2946.5778,2721.5907,119.529,0.251,2.585,85.184,0.7831,0.0147,5
RD_7P,2946.654,2721.6632,120.155,0.25,2.588,85.245,0.7894,0.0131,5
RD_7P,2946.7302,2721.7358,120.284,0.248,2.591,85.205,0.7907,0.0128,5
RD_7P,2946.8064,2721.8083,119.854,0.245,2.593,85.042,0.7864,0.0138,5
RD_7P,2946.8826,2721.8809,118.929,0.24,2.596,84.748,0.7771,0.0163,5
RD_7P,2946.9588,2721.9534,117.9,0.235,2.596,84.316,0.7667,0.0195,5
RD_7P,2947.035,2722.0259,117.253,0.229,2.594,83.844,0.7601,0.0218,5
RD_7P,2947.1112,2722.0985,117.146,0.226,2.591,83.592,0.7591,0.0222,5
RD_7P,2947.1874,2722.171,117.396,0.226,2.587,83.755,0.7616,0.0213,5
RD_7P,2947.2636,2722.2435,117.754,0.229,2.583,84.21,0.7652,0.02,5
RD_7P,2947.3398,2722.3161,118.043,0.234,2.58,84.673,0.7681,0.0191,5
RD_7P,2947.416,2722.3886,118.081,0.238,2.578,85.05,0.7685,0.0189,5
RD_7P,2947.4922,2722.4611,117.837,0.239,2.575,85.491,0.766,0.0197,5
RD_7P,2947.5684,2722.5337,117.376,0.237,2.572,86.096,0.7614,0.0213,5
RD_7P,2947.6446,2722.6062,116.776,0.233,2.568,86.695,0.7553,0.0235,5
RD_7P,2947.7208,2722.6788,116.072,0.23,2.563,86.998,0.7482,0.0264,5
RD_7P,2947.797,2722.7513,115.251,0.228,2.558,86.979,0.7379,0.0309,5
RD_7P,2947.8732,2722.8238,114.459,0.229,2.554,87.008,0.7319,0.0338,5
RD_7P,2947.9494,2722.8964,114.045,0.231,2.552,87.445,0.7277,0.0359,5
RD_7P,2948.0256,2722.9689,114.201,0.235,2.553,88.2,0.7293,0.0351,5
RD_7P,2948.1018,2723.0414,114.92,0.24,2.555,88.813,0.7366,0.0315,5
RD_7P,2948.178,2723.114,116.17,0.247,2.559,88.921,0.7492,0.026,5
RD_7P,2948.2542,2723.1865,117.972,0.256,2.564,88.555,0.7674,0.0193,5
RD_7P,2948.3304,2723.259,120.241,0.267,2.571,87.975,0.7903,0.0129,5
RD_7P,2948.4066,2723.3316,122.774,0.276,2.578,87.393,0.8159,0.0079,5
RD_7P,2948.4828,2723.4041,125.448,0.279,2.586,86.92,0.8429,0.0044,5
RD_7P,2948.559,2723.4766,127.99,0.276,2.593,86.627,0.8686,0.0025,5
RD_7P,2948.6352,2723.5492,129.963,0.27,2.599,86.456,0.8885,0.0015,5
RD_7P,2948.7114,2723.6217,130.79,0.266,2.603,86.112,0.8969,0.0012,5
RD_7P,2948.7876,2723.6943,130.066,0.264,2.607,85.267,0.8896,0.0014,5
RD_7P,2948.8638,2723.7668,127.664,0.266,2.612,83.908,0.8653,0.0027,7
RD_7P,2948.94,2723.8393,123.832,0.266,2.618,82.376,0.8266,0.0063,7
RD_7P,2949.0162,2723.9119,119.095,0.261,2.624,80.966,0.7787,0.0111,7
RD_7P,2949.0924,2723.9844,113.898,0.251,2.625,79.624,0.7262,0.0149,7
RD_7P,2949.1686,2724.0569,108.378,0.239,2.617,78.169,0.6705,0.0244,7
RD_7P,2949.2448,2724.1295,102.501,0.228,2.6,76.714,0.6094,0.0392,7
RD_7P,2949.321,2724.202,96.22,0.221,2.574,75.713,0.544,0.0589,7
RD_7P,2949.3972,2724.2745,89.729,0.219,2.544,75.569,0.4763,0.0811,7
RD_7P,2949.4734,2724.3471,83.559,0.22,2.514,76.236,0.4121,0.1031,7
RD_7P,2949.5496,2724.4196,78.192,0.224,2.488,77.271,0.3562,0.1214,7
RD_7P,2949.6258,2724.4922,73.86,0.23,2.467,78.232,0.311,0.135,7
RD_7P,2949.702,2724.5647,70.623,0.236,2.45,78.925,0.2773,0.1447,7
RD_7P,2949.7782,2724.6372,68.37,0.238,2.438,79.328,0.2539,0.1512,7
RD_7P,2949.8544,2724.7098,66.809,0.236,2.429,79.492,0.2376,0.1558,7
RD_7P,2949.9306,2724.7823,65.777,0.232,2.422,79.533,0.2268,0.1594,7
RD_7P,2950.0068,2724.8548,65.272,0.229,2.418,79.568,0.2216,0.1611,7
RD_7P,2950.083,2724.9274,65.194,0.226,2.417,79.623,0.2208,0.1608,7
RD_7P,2950.1592,2724.9999,65.279,0.225,2.417,79.622,0.2217,0.1603,7
RD_7P,2950.2354,2725.0724,65.263,0.224,2.419,79.506,0.2215,0.1597,7
RD_7P,2950.3116,2725.145,64.979,0.222,2.423,79.341,0.2185,0.1594,7
RD_7P,2950.3878,2725.2175,64.333,0.221,2.426,79.269,0.2118,0.1608,7
RD_7P,2950.464,2725.29,63.482,0.221,2.429,79.347,0.2029,0.1624,7
RD_7P,2950.5402,2725.3626,62.673,0.223,2.43,79.434,0.1945,0.1636,7
RD_7P,2950.6164,2725.4351,62.182,0.227,2.43,79.321,0.1894,0.1638,7
RD_7P,2950.6926,2725.5077,62.132,0.231,2.428,78.947,0.1889,0.1625,7
RD_7P,2950.7688,2725.5802,62.442,0.232,2.427,78.44,0.1921,0.16,7
RD_7P,2950.845,2725.6527,62.929,0.231,2.426,77.975,0.1972,0.1573,7
RD_7P,2950.9212,2725.7253,63.421,0.226,2.427,77.607,0.2023,0.1541,7
RD_7P,2950.9974,2725.7978,63.919,0.22,2.43,77.254,0.2075,0.1508,7
RD_7P,2951.0736,2725.8703,64.523,0.214,2.435,76.88,0.2138,0.1471,7
RD_7P,2951.1498,2725.9429,65.184,0.208,2.439,76.614,0.2207,0.1444,7
RD_7P,2951.226,2726.0154,65.714,0.204,2.442,76.622,0.2262,0.143,7
RD_7P,2951.3022,2726.0879,65.859,0.201,2.444,76.892,0.2277,0.1429,7
RD_7P,2951.3784,2726.1605,65.388,0.2,2.443,77.234,0.2228,0.1454,7
RD_7P,2951.4546,2726.233,64.268,0.201,2.442,77.462,0.2111,0.1489,7
RD_7P,2951.5308,2726.3056,62.79,0.203,2.441,77.561,0.1957,0.1529,7
RD_7P,2951.607,2726.3781,61.476,0.207,2.44,77.635,0.182,0.1564,7
RD_7P,2951.6832,2726.4506,60.756,0.211,2.441,77.734,0.1745,0.1579,7
RD_7P,2951.7594,2726.5232,60.797,0.215,2.443,77.794,0.175,0.1567,7
RD_7P,2951.8356,2726.5957,61.366,0.218,2.442,77.769,0.1809,0.1557,7
RD_7P,2951.9118,2726.6682,61.989,0.22,2.44,77.726,0.1874,0.155,7
RD_7P,2951.988,2726.7408,62.319,0.219,2.434,77.777,0.1908,0.1564,7
RD_7P,2952.0642,2726.8133,62.263,0.218,2.427,77.957,0.1902,0.1594,7
RD_7P,2952.1404,2726.8858,61.977,0.217,2.42,78.189,0.1873,0.1631,7
RD_7P,2952.2166,2726.9584,61.775,0.216,2.414,78.346,0.1852,0.1659,7
RD_7P,2952.2928,2727.0309,61.958,0.217,2.411,78.361,0.1871,0.1666,7
RD_7P,2952.369,2727.1034,62.606,0.219,2.411,78.262,0.1938,0.1652,7
RD_7P,2952.4452,2727.176,63.521,0.22,2.413,78.101,0.2033,0.1624,7
RD_7P,2952.5214,2727.2485,64.431,0.22,2.418,77.911,0.2128,0.159,7
RD_7P,2952.5976,2727.3211,65.151,0.219,2.424,77.733,0.2203,0.1557,7
RD_7P,2952.6738,2727.3936,65.742,0.217,2.429,77.649,0.2265,0.1531,7
RD_7P,2952.75,2727.4661,66.16,0.216,2.434,77.743,0.2308,0.1508,7
RD_7P,2952.8262,2727.5387,66.247,0.216,2.438,78.034,0.2317,0.1497,7
RD_7P,2952.9024,2727.6112,65.992,0.216,2.439,78.439,0.2291,0.1501,7
RD_7P,2952.9786,2727.6837,65.573,0.216,2.438,78.831,0.2247,0.1519,7
RD_7P,2953.0548,2727.7563,65.117,0.217,2.434,79.152,0.22,0.1544,7
RD_7P,2953.131,2727.8288,64.712,0.218,2.429,79.45,0.2157,0.1575,7
RD_7P,2953.2072,2727.9013,64.338,0.22,2.423,79.76,0.2119,0.1606,7
