2495.2452,2468.8691,113.826,0.2086,2.5244,88.9036,0.7494,0.026,5
2495.3976,2469.0213,108.6144,0.1896,2.5413,85.5368,0.7316,0.034,5
2495.55,2469.1735,108.4639,0.18,2.5633,84.4641,0.7297,0.0329,5
2495.7024,2469.3257,100.5903,0.1831,2.5708,83.5126,0.6414,0.0451,5
2495.8548,2469.4779,96.2454,0.1792,2.5707,78.6755,0.5774,0.0528,5
2496.0072,2469.6301,88.7526,0.1718,2.5706,77.5365,0.4849,0.0573,5
2496.1596,2469.7823,86.0862,0.1492,2.5699,75.9876,0.4405,0.0514,5
2496.312,2469.9345,82.8856,0.136,2.5765,75.8821,0.3994,0.0503,5
2496.4644,2470.0868,81.205,0.1249,2.5707,76.6812,0.3743,0.0519,5
2496.6168,2470.239,84.6588,0.1231,2.5654,76.1414,0.4099,0.049,5
2496.7692,2470.3912,85.5423,0.127,2.5591,77.8754,0.4265,0.0499,5
2496.9216,2470.5434,87.1324,0.1368,2.5679,79.2851,0.446,0.0535,5
2497.074,2470.6956,87.6797,0.1433,2.5527,79.5359,0.4552,0.0573,5
2497.2264,2470.8478,91.7452,0.1439,2.5436,76.2369,0.5019,0.0535,5
2497.3788,2471,91.5473,0.1471,2.5436,74.5032,0.5027,0.0504,5
2497.5312,2471.1522,86.6408,0.1376,2.5472,73.5017,0.4152,0.0507,5
2497.6836,2471.3045,79.3359,0.1127,2.5489,72.7583,0.3431,0.0468,5
2497.836,2471.4567,75.9535,0.0968,2.5599,74.5598,0.3066,0.0412,5
2497.9884,2471.6089,77.0232,0.0901,2.5784,76.8262,0.314,0.0367,5
2498.1408,2471.7611,79.7308,0.0911,2.581,78.7378,0.3257,0.0399,5
2498.2932,2471.9133,86.1274,0.0972,2.5621,82.5773,0.3665,0.0574,5
2498.4456,2472.0655,94.9552,0.1282,2.5285,84.3536,0.4558,0.0698,5
2498.598,2472.2177,101.6586,0.1589,2.5113,85.3643,0.5878,0.0694,5
2498.7504,2472.3699,104.3176,0.185,2.5132,86.4517,0.5991,0.0653,5
2498.9028,2472.5222,101.3222,0.1743,2.5221,85.9699,0.5828,0.061,5
2499.0552,2472.6744,103.6093,0.168,2.529,85.2335,0.5916,0.0589,5
2499.2076,2472.8266,102.7172,0.1713,2.5294,82.5673,0.6453,0.0582,5
2499.36,2472.9788,100.0084,0.1876,2.5291,80.396,0.6237,0.0671,5
2499.5124,2473.131,87.493,0.1929,2.5164,77.1797,0.4781,0.0833,5
2499.6648,2473.2832,77.186,0.1752,2.5222,75.1638,0.3381,0.0814,5
2499.8172,2473.4354,69.0604,0.1352,2.5345,73.9621,0.227,0.0723,5
2499.9696,2473.5876,68.8987,0.1052,2.5638,75.1192,0.2095,0.0666,5
2500.122,2473.7399,72.7586,0.1036,2.5547,79.0945,0.2525,0.0768,1
2500.2744,2473.8921,75.7574,0.127,2.5195,82.8472,0.2936,0.1039,1
2500.4268,2474.0443,78.2146,0.1615,2.4625,87.2021,0.327,0.1389,1
2500.5792,2474.1965,80.626,0.196,2.3984,88.7493,0.3552,0.1735,1
2500.7316,2474.3487,82.6694,0.2225,2.34,90.1685,0.2742,0.1991,1
2500.884,2474.5009,81.7722,0.2232,2.3112,90.6256,0.2012,0.2088,1
2501.0364,2474.6531,80.0165,0.2152,2.3036,89.3514,0.1932,0.2069,1
2501.1888,2474.8053,78.6018,0.2127,2.3078,90.3117,0.3086,0.1922,1
2501.3412,2474.9576,79.979,0.2267,2.3271,91.6786,0.3511,0.1856,1
2501.4936,2475.1098,79.9456,0.234,2.3416,91.2832,0.3546,0.1918,1
2501.646,2475.262,81.9275,0.2465,2.3363,90.8048,0.3618,0.1938,1
2501.7984,2475.4142,81.155,0.2402,2.3233,91.0426,0.3499,0.1934,1
2501.9508,2475.5664,81.5148,0.2359,2.3205,90.7773,0.3369,0.1914,1
2502.1032,2475.7186,81.3855,0.2313,2.3271,90.3205,0.3137,0.1888,1
2502.2556,2475.8708,86.6319,0.2238,2.327,89.4792,0.3086,0.1793,1
2502.408,2476.023,88.242,0.2128,2.3352,89.0107,0.3622,0.163,1
2502.5604,2476.1753,91.8932,0.2115,2.3542,89.7057,0.3778,0.1547,1
2502.7128,2476.3275,93.1466,0.2058,2.3809,89.0186,0.3889,0.1572,1
2502.8652,2476.4797,94.4799,0.2107,2.389,89.3316,0.4016,0.1625,1
2503.0176,2476.6319,91.8114,0.2199,2.3799,87.5891,0.3744,0.1695,1
2503.17,2476.7841,90.6686,0.2203,2.3716,89.7595,0.3428,0.1736,1
2503.3224,2476.9363,88.3877,0.2161,2.3615,88.4042,0.3415,0.1691,1
2503.4748,2477.0885,88.6202,0.2135,2.3541,88.7773,0.3238,0.1652,1
2503.6272,2477.2407,83.2894,0.2033,2.3605,89.0311,0.324,0.1699,1
2503.7796,2477.393,84.3476,0.2047,2.3731,89.3515,0.3452,0.1783,1
2503.932,2477.5452,81.6115,0.2209,2.3697,90.3136,0.3407,0.1841,1
2504.0844,2477.6974,84.7515,0.2249,2.3552,90.4006,0.3575,0.1863,1
2504.2368,2477.8496,83.8509,0.2278,2.3386,90.1618,0.3826,0.1897,1
2504.3892,2478.0018,85.6074,0.2404,2.339,91.0369,0.3751,0.1937,1
