WELL,MD,TVDSS,GR,NPHI,RHOZ,DT,VCL,PHIE,Deltaic_Facies
RD_2P_P,2633.25,2441.3367,120.279,0.2717,2.5533,89.4034,0.8225,0.008,5
RD_2P_P,2633.4,2441.4622,119.8179,0.2621,2.5477,86.1828,0.8056,0.0108,5
RD_2P_P,2633.55,2441.5877,120.9046,0.2614,2.5448,82.5195,0.8039,0.0109,5
RD_2P_P,2633.7,2441.7131,118.9775,0.2615,2.5511,80.6647,0.7599,0.0238,5
RD_2P_P,2633.85,2441.8386,109.7056,0.2473,2.5645,80.2001,0.6428,0.0472,5
RD_2P_P,2634,2441.9641,96.719,0.2159,2.5752,79.3758,0.5055,0.059,5
RD_2P_P,2634.15,2442.0895,85.2705,0.1818,2.5786,77.7526,0.412,0.0601,5
RD_2P_P,2634.3,2442.215,79.4379,0.1655,2.5819,75.9359,0.3826,0.0578,5
RD_2P_P,2634.45,2442.3404,79.4327,0.1599,2.589,73.5521,0.3799,0.0519,5
RD_2P_P,2634.6,2442.4659,79.0545,0.1527,2.5999,71.2259,0.3663,0.044,5
RD_2P_P,2634.75,2442.5914,77.2841,0.1372,2.613,72.1438,0.322,0.0414,5
RD_2P_P,2634.9,2442.7168,72.1179,0.1224,2.6163,74.7571,0.2588,0.0501,5
RD_2P_P,2635.05,2442.8423,66.0295,0.1161,2.5991,74.9606,0.2367,0.0608,5
RD_2P_P,2635.2,2442.9678,66.4099,0.1161,2.5659,74.9988,0.2548,0.0706,5
RD_2P_P,2635.35,2443.0932,68.6559,0.1248,2.5371,75.0124,0.2784,0.0765,5
RD_2P_P,2635.5,2443.2187,70.729,0.1334,2.5293,74.7977,0.2898,0.075,5
RD_2P_P,2635.65,2443.3442,71.2345,0.1404,2.5449,73.709,0.2324,0.0532,5
RD_2P_P,2635.8,2443.4696,71.5621,0.1307,2.5794,71.0625,0.0597,0.0128,5
RD_2P_P,2635.95,2443.5951,70.5481,0.112,2.6139,68.1067,0.0334,0.0083,6
RD_2P_P,2636.1,2443.7206,65.7576,0.0944,2.6354,69.9816,0.1458,0.0336,6
RD_2P_P,2636.25,2443.846,61.1378,0.0915,2.6405,73.59,0.218,0.0409,6
RD_2P_P,2636.4,2443.9715,65.5142,0.0994,2.6175,74.4584,0.2843,0.0516,5
RD_2P_P,2636.55,2444.097,71.9918,0.12,2.5734,74.5487,0.327,0.0723,5
RD_2P_P,2636.7,2444.2224,75.4786,0.1456,2.5279,74.7445,0.3206,0.0842,5
RD_2P_P,2636.85,2444.3479,73.6874,0.1649,2.5338,74.1592,0.2868,0.082,5
RD_2P_P,2637,2444.4733,70.1722,0.1634,2.5829,70.9782,0.3092,0.0601,5
RD_2P_P,2637.15,2444.5988,73.3158,0.1466,2.6217,69.648,0.3184,0.0463,5
RD_2P_P,2637.3,2444.7243,73.6418,0.1319,2.6229,72.0938,0.3559,0.0431,5
RD_2P_P,2637.45,2444.8497,77.5241,0.1296,2.5933,77.6962,0.3409,0.0543,5
RD_2P_P,2637.6,2444.9752,76.0989,0.1252,2.5604,79.1417,0.3275,0.0745,5
RD_2P_P,2637.75,2445.1007,81.6565,0.14,2.5262,79.4976,0.3249,0.1025,2
RD_2P_P,2637.9,2445.2261,83.3247,0.1668,2.478,79.7376,0.327,0.12,2
RD_2P_P,2638.05,2445.3516,86.2679,0.1985,2.4246,81.3064,0.3307,0.1367,2
RD_2P_P,2638.2,2445.4771,85.6877,0.2304,2.3842,84.14,0.3631,0.1597,2
RD_2P_P,2638.35,2445.6025,84.1236,0.2379,2.3617,88.128,0.3451,0.1736,2
RD_2P_P,2638.5,2445.728,86.1564,0.252,2.3564,88.6513,0.3849,0.1756,2
RD_2P_P,2638.65,2445.8535,84.1931,0.2355,2.3575,89.0106,0.3278,0.1764,2
RD_2P_P,2638.8,2445.9789,84.1016,0.2294,2.3658,88.6877,0.3223,0.1718,2
RD_2P_P,2638.95,2446.1044,81.2295,0.2233,2.3707,89.5862,0.3105,0.1695,2
RD_2P_P,2639.1,2446.2298,81.9981,0.225,2.3656,88.7537,0.3082,0.1723,2
RD_2P_P,2639.25,2446.3553,81.4299,0.2302,2.3669,88.4234,0.3253,0.1711,2
RD_2P_P,2639.4,2446.4808,84.9607,0.2208,2.3688,88.4104,0.2987,0.1699,2
RD_2P_P,2639.55,2446.6062,88.9151,0.2147,2.3834,88.0674,0.3028,0.1621,2
RD_2P_P,2639.7,2446.7317,96.3982,0.2087,2.3845,87.4181,0.2853,0.1617,2
RD_2P_P,2639.85,2446.8572,106.0332,0.2055,2.3875,87.8627,0.2854,0.1606,2
RD_2P_P,2640,2446.9826,110.7835,0.2166,2.3831,87.1994,0.3132,0.1618,2
RD_2P_P,2640.15,2447.1081,112.6863,0.2162,2.3885,84.5285,0.3319,0.1558,2
RD_2P_P,2640.3,2447.2336,110.3936,0.2166,2.4158,80.5441,0.3766,0.1371,2
RD_2P_P,2640.45,2447.359,105.6784,0.1925,2.4546,80.3739,0.3664,0.1159,2
RD_2P_P,2640.6,2447.4845,103.1555,0.1752,2.4764,82.6377,0.3424,0.1093,2
RD_2P_P,2640.75,2447.61,93.9461,0.1768,2.4534,85.0685,0.3111,0.1277,2
RD_2P_P,2640.9,2447.7354,91.2529,0.2047,2.4039,90.1403,0.3054,0.1571,2
RD_2P_P,2641.05,2447.8609,89.3895,0.2245,2.3589,91.6391,0.2893,0.181,2
RD_2P_P,2641.2,2447.9863,92.7029,0.2357,2.3361,91.6927,0.2834,0.1936,2
RD_2P_P,2641.35,2448.1118,94.5717,0.2432,2.3205,92.1343,0.2966,0.2015,2
RD_2P_P,2641.5,2448.2373,92.4135,0.2632,2.3103,92.0287,0.3386,0.2057,2
RD_2P_P,2641.65,2448.3627,91.6701,0.2732,2.3035,92.7941,0.3583,0.2077,2
RD_2P_P,2641.8,2448.4882,88.4745,0.2816,2.2943,94.4017,0.3585,0.2091,2
RD_2P_P,2641.95,2448.6137,87.7947,0.2783,2.2908,94.1407,0.3481,0.2049,2
RD_2P_P,2642.1,2448.7391,85.9795,0.2595,2.3257,91.4192,0.3592,0.1774,2
RD_2P_P,2642.25,2448.8646,83.3384,0.2257,2.3977,86.7602,0.3769,0.1388,2
RD_2P_P,2642.4,2448.9901,82.3873,0.1969,2.4521,82.0169,0.3776,0.1206,2
RD_2P_P,2642.55,2449.1155,85.1508,0.1959,2.4499,79.9447,0.3677,0.1308,2
RD_2P_P,2642.7,2449.241,93.2137,0.2135,2.4127,82.4097,0.357,0.1489,2
RD_2P_P,2642.85,2449.3665,101.5269,0.2237,2.3904,88.0846,0.3598,0.1553,2
RD_2P_P,2643,2449.4919,110.1488,0.2268,2.3924,89.6426,0.3743,0.1506,2
RD_2P_P,2643.15,2449.6174,116.1409,0.2233,2.4058,86.5942,0.3979,0.1389,2
RD_2P_P,2643.3,2449.7429,115.4188,0.2178,2.4304,84.1194,0.4331,0.12,2
RD_2P_P,2643.45,2449.8683,108.2816,0.2084,2.4669,82.6275,0.4699,0.0942,2
RD_2P_P,2643.6,2449.9938,97.1441,0.1908,2.5135,80.5831,0.4963,0.0711,3
RD_2P_P,2643.75,2450.1192,90.6624,0.1848,2.5485,78.3515,0.503,0.0633,5
RD_2P_P,2643.9,2450.2447,89.9628,0.1942,2.5552,77.9887,0.5288,0.0682,5
RD_2P_P,2644.05,2450.3702,94.2491,0.2164,2.5409,80.2005,0.6063,0.0711,5
RD_2P_P,2644.2,2450.4956,103.18,0.2433,2.523,84.0802,0.6895,0.057,5
RD_2P_P,2644.35,2450.6211,109.4643,0.2597,2.5228,86.9493,0.7458,0.032,5
RD_2P_P,2644.5,2450.7466,113.7951,0.2674,2.5243,88.1406,0.7674,0.0206,5
RD_2P_P,2644.65,2450.872,114.4158,0.267,2.5228,88.5599,0.7651,0.0218,5
RD_2P_P,2644.8,2450.9975,115.8239,0.2662,2.5169,88.7661,0.7593,0.0245,5
RD_2P_P,2644.95,2451.123,118.5311,0.2677,2.5104,89.297,0.7757,0.0186,5
RD_2P_P,2645.1,2451.2484,122.393,0.2753,2.5112,89.5637,0.7793,0.0168,5
RD_2P_P,2645.25,2451.3739,120.6602,0.2689,2.5185,89.6547,0.7551,0.0286,5
RD_2P_P,2645.4,2451.4994,113.648,0.2664,2.5097,88.774,0.682,0.0645,4
RD_2P_P,2645.55,2451.6248,105.185,0.2512,2.495,87.4488,0.5846,0.0982,2
RD_2P_P,2645.7,2451.7503,101.5321,0.2371,2.4691,86.737,0.4774,0.1204,3
RD_2P_P,2645.85,2451.8757,101.7756,0.2233,2.4407,84.8943,0.3735,0.1384,3
RD_2P_P,2646,2452.0012,95.6815,0.2097,2.4151,80.8274,0.3012,0.151,3
RD_2P_P,2646.15,2452.1267,85.2126,0.2015,2.3984,82.8715,0.2762,0.1521,3
RD_2P_P,2646.3,2452.2521,78.3464,0.1957,2.4015,86.2413,0.263,0.1524,3
RD_2P_P,2646.45,2452.3776,76.79,0.1928,2.4007,85.9215,0.2403,0.1528,3
RD_2P_P,2646.6,2452.5032,79.8805,0.1858,2.4008,85.1172,0.2393,0.1487,3
RD_2P_P,2646.75,2452.629,77,0.1823,2.4086,83.1518,0.2495,0.1344,3
RD_2P_P,2646.9,2452.7547,81.8556,0.1708,2.4342,77.9831,0.2984,0.1095,3
RD_2P_P,2647.05,2452.8805,85.6751,0.1626,2.4751,83.0839,0.3385,0.0731,3
RD_2P_P,2647.2,2453.0063,87.4021,0.139,2.5356,77.4173,0.3396,0.0384,6
RD_2P_P,2647.35,2453.1321,77.7283,0.1179,2.5886,72.0302,0.023,0.0024,6
RD_2P_P,2647.5,2453.2579,70.7479,0.1058,2.6234,67.2647,0,0,6
RD_2P_P,2647.65,2453.3837,68.9472,0.1031,2.627,64.7535,0,0,6
RD_2P_P,2647.8,2453.5095,72.0841,0.1122,2.6152,63.6849,0,0,6
RD_2P_P,2647.95,2453.6353,69.39,0.1209,2.6164,62.1167,0,0,6
RD_2P_P,2648.1,2453.7611,69.6663,0.1312,2.6347,62.1481,0.2708,0.0516,6
RD_2P_P,2648.25,2453.8869,71.0049,0.1318,2.6497,62.551,0.2906,0.0475,6
RD_2P_P,2648.4,2454.0127,75.4572,0.1324,2.6494,64.2823,0.3404,0.0366,6
RD_2P_P,2648.55,2454.1385,79.1562,0.1305,2.6332,64.9305,0.3559,0.026,6
RD_2P_P,2648.7,2454.2643,76.0013,0.1288,2.6372,65.5265,0.053,0.0053,6
RD_2P_P,2648.85,2454.3901,75.3832,0.1359,2.6172,66.269,0.3119,0.0427,6
RD_2P_P,2649,2454.5159,78.4878,0.1679,2.5666,69.4596,0.3815,0.0703,5
RD_2P_P,2649.15,2454.6416,85.9938,0.2005,2.4902,73.7535,0.4501,0.1018,3
RD_2P_P,2649.3,2454.7674,88.7481,0.2208,2.429,79.0579,0.4112,0.1344,2
RD_2P_P,2649.45,2454.8932,85.7895,0.2178,2.4025,83.9818,0.3476,0.1492,3
RD_2P_P,2649.6,2455.019,82.3864,0.2038,2.4032,84.8078,0.302,0.1487,3
RD_2P_P,2649.75,2455.1448,83.0338,0.1901,2.4157,83.2461,0.2809,0.1413,3
RD_2P_P,2649.9,2455.2706,84.0126,0.1793,2.4314,82.2068,0.2852,0.1334,3
RD_2P_P,2650.05,2455.3964,87.83,0.1903,2.4349,81.6572,0.3384,0.1305,3
RD_2P_P,2650.2,2455.5222,88.2442,0.2094,2.4366,82.6406,0.3961,0.1285,3
RD_2P_P,2650.35,2455.648,90.345,0.2121,2.4358,83.8181,0.4115,0.1231,3
RD_2P_P,2650.5,2455.7738,89.5069,0.2013,2.4711,84.3192,0.4357,0.1012,3
RD_2P_P,2650.65,2455.8996,88.7192,0.1801,2.509,83.5617,0.4359,0.0787,3
RD_2P_P,2650.8,2456.0254,85.5349,0.1658,2.5499,80.4915,0.4297,0.0636,3
RD_2P_P,2650.95,2456.1512,82.7837,0.1612,2.553,76.807,0.4171,0.0663,3
RD_2P_P,2651.1,2456.277,81.9958,0.1678,2.5327,77.2014,0.4122,0.0796,3
RD_2P_P,2651.25,2456.4028,84.0999,0.1809,2.5013,81.0662,0.4147,0.0949,3
RD_2P_P,2651.4,2456.5285,90.2021,0.1911,2.4793,83.826,0.4193,0.1033,3
RD_2P_P,2651.55,2456.6543,95.8476,0.1951,2.4772,84.2983,0.44,0.1013,3
RD_2P_P,2651.7,2456.7801,97.695,0.1993,2.4877,84.0201,0.475,0.0949,3
RD_2P_P,2651.85,2456.9059,95.7687,0.2034,2.496,83.876,0.5063,0.0921,3
RD_2P_P,2652,2457.0317,96.0982,0.2132,2.4928,83.9232,0.5178,0.0969,3
RD_2P_P,2652.15,2457.1575,99.1551,0.2191,2.4771,84.1268,0.4932,0.1071,3
RD_2P_P,2652.3,2457.2833,98.3946,0.2169,2.4601,84.5048,0.4594,0.1138,3
RD_2P_P,2652.45,2457.4091,95.2179,0.2118,2.4581,84.8339,0.449,0.1126,3
RD_2P_P,2652.6,2457.5349,93.2813,0.2083,2.466,85.0634,0.4487,0.1091,3
RD_2P_P,2652.75,2457.6607,94.7011,0.205,2.4701,85.0967,0.4315,0.1092,3
RD_2P_P,2652.9,2457.7865,96.3405,0.1985,2.4668,84.8694,0.3954,0.1119,3
RD_2P_P,2653.05,2457.9123,95.9392,0.1892,2.4633,84.3863,0.3721,0.1123,3
RD_2P_P,2653.2,2458.0381,95.6839,0.1851,2.4663,83.8399,0.3775,0.1114,3
RD_2P_P,2653.35,2458.1639,93.9976,0.1901,2.4665,83.5983,0.3889,0.1141,3
RD_2P_P,2653.5,2458.2897,91.1063,0.1964,2.4578,83.6826,0.3952,0.1181,3
RD_2P_P,2653.65,2458.4154,88.913,0.2016,2.4521,84.4198,0.4124,0.1157,3
RD_2P_P,2653.8,2458.5412,88.8325,0.2026,2.4616,85.235,0.452,0.1052,3
RD_2P_P,2653.95,2458.667,90.3495,0.2048,2.482,85.2215,0.4879,0.096,3
RD_2P_P,2654.1,2458.7928,90.9439,0.21,2.4952,85.2542,0.4937,0.0958,3
RD_2P_P,2654.25,2458.9186,91.8427,0.2143,2.4914,85.304,0.4845,0.1003,3
RD_2P_P,2654.4,2459.0444,98.0275,0.2096,2.479,85.1329,0.4628,0.1051,3
RD_2P_P,2654.55,2459.1702,100.3492,0.2058,2.4721,84.9188,0.4407,0.1089,3
RD_2P_P,2654.7,2459.296,100.7326,0.2035,2.4669,84.7185,0.4242,0.1098,3
RD_2P_P,2654.85,2459.4218,97.8136,0.1988,2.4676,84.6596,0.4311,0.108,3
RD_2P_P,2655,2459.5476,96.0143,0.201,2.4711,84.3774,0.4806,0.102,3
RD_2P_P,2655.15,2459.6734,98.2641,0.2121,2.4812,84.3421,0.5478,0.0981,3
RD_2P_P,2655.3,2459.7992,98.3814,0.2307,2.4831,84.4109,0.5798,0.0976,3
RD_2P_P,2655.45,2459.925,97.7189,0.2387,2.4822,84.4075,0.5607,0.0974,3
RD_2P_P,2655.6,2460.0508,95.09,0.2272,2.4831,84.654,0.5527,0.0908,3
RD_2P_P,2655.75,2460.1766,95.295,0.2188,2.4971,84.5111,0.5638,0.0798,3
RD_2P_P,2655.9,2460.3024,96.3926,0.213,2.5174,84.3351,0.5804,0.0738,3
RD_2P_P,2656.05,2460.4281,97.4748,0.2203,2.5292,84.341,0.595,0.073,3
RD_2P_P,2656.2,2460.5539,98.9579,0.2258,2.5294,84.2735,0.6116,0.0761,3
RD_2P_P,2656.35,2460.6797,103.1938,0.2251,2.5167,84.7919,0.5771,0.0801,3
RD_2P_P,2656.5,2460.8055,104.8464,0.2162,2.5114,85.4879,0.5975,0.0795,3
RD_2P_P,2656.65,2460.9313,104.6308,0.2234,2.5122,85.9638,0.6524,0.0709,3
RD_2P_P,2656.8,2461.0571,104.1531,0.2348,2.5213,86.3505,0.722,0.0409,3
RD_2P_P,2656.95,2461.1829,111.6021,0.2523,2.5232,86.0842,0.7072,0.0507,3
RD_2P_P,2657.1,2461.3087,110.1783,0.2416,2.5214,85.9203,0.685,0.066,3
RD_2P_P,2657.25,2461.4345,109.3726,0.2377,2.5105,85.8983,0.6483,0.0789,3
RD_2P_P,2657.4,2461.5603,99.0861,0.229,2.5062,86.1113,0.6011,0.0834,3
RD_2P_P,2657.55,2461.6861,106.0039,0.2377,2.5084,86.3602,0.6436,0.0805,3
RD_2P_P,2657.7,2461.8119,108.6307,0.2392,2.5121,87.2311,0.6578,0.0772,3
RD_2P_P,2657.85,2461.9377,115.0203,0.2552,2.5118,87.4569,0.7115,0.0474,3
RD_2P_P,2658,2462.0635,108.8758,0.2379,2.5149,87.6562,0.6568,0.0748,3
RD_2P_P,2658.15,2462.1893,109.0212,0.2346,2.5181,87.7112,0.6521,0.0746,3
RD_2P_P,2658.3,2462.315,109.691,0.2317,2.525,87.7748,0.6576,0.0705,3
RD_2P_P,2658.45,2462.4408,116.8686,0.2351,2.5315,87.8926,0.6844,0.0643,3
RD_2P_P,2658.6,2462.5666,120.1508,0.2384,2.541,88.0232,0.7144,0.0462,5
RD_2P_P,2658.75,2462.6924,121.6958,0.2357,2.5537,88.2309,0.7348,0.0352,5
RD_2P_P,2658.9,2462.8182,120.2231,0.2444,2.5608,88.5592,0.772,0.0198,5
RD_2P_P,2659.05,2462.944,114.1732,0.2478,2.5614,88.6104,0.7662,0.0216,5
RD_2P_P,2659.2,2463.0698,116.4795,0.2583,2.5548,88.7269,0.7963,0.0128,5
RD_2P_P,2659.35,2463.1956,117.5711,0.2815,2.5468,89.1554,0.8195,0.0087,5
RD_2P_P,2659.5,2463.3214,123.4211,0.2955,2.5452,89.5555,0.8772,0.0029,5
RD_2P_P,2659.65,2463.4472,125.9703,0.295,2.5443,89.788,0.8912,0.0017,5
RD_2P_P,2659.8,2463.573,122.8276,0.2824,2.5397,90.11,0.8478,0.0058,5
RD_2P_P,2659.95,2463.6988,116.7347,0.2874,2.5333,90.1747,0.7884,0.0159,5
RD_2P_P,2660.1,2463.8246,113.7108,0.2878,2.5235,90.2099,0.777,0.0189,5
RD_2P_P,2660.25,2463.9504,117.9621,0.2861,2.5209,90.2278,0.8133,0.0102,5
RD_2P_P,2660.4,2464.0762,125.5156,0.2831,2.5166,90.3416,0.8106,0.0099,5
RD_2P_P,2660.55,2464.2019,125.4824,0.2724,2.5179,90.4349,0.7852,0.0155,5
RD_2P_P,2660.7,2464.3277,122.2072,0.2673,2.5223,90.5029,0.7819,0.016,5
RD_2P_P,2660.85,2464.4535,119.2638,0.264,2.5325,90.3592,0.7956,0.0128,5
RD_2P_P,2661,2464.5793,118.5774,0.2793,2.5346,90.4351,0.8205,0.0081,5
RD_2P_P,2661.15,2464.7051,121.7782,0.287,2.5283,90.6712,0.8469,0.0046,5
RD_2P_P,2661.3,2464.8309,123.7378,0.2888,2.5238,90.9303,0.8552,0.0037,5
RD_2P_P,2661.45,2464.9567,126.6112,0.2829,2.5293,91.4787,0.8623,0.0035,5
RD_2P_P,2661.6,2465.0825,128.2439,0.2842,2.5408,91.7899,0.8864,0.0021,5
RD_2P_P,2661.75,2465.2083,127.3321,0.2862,2.5476,91.8414,0.8956,0.0013,5
RD_2P_P,2661.9,2465.3341,126.02,0.288,2.548,91.7394,0.8948,0.0013,5
RD_2P_P,2662.05,2465.4599,125.8297,0.2987,2.545,89.2654,0.8876,0.0018,5
RD_2P_P,2662.2,2465.5857,123.9799,0.3002,2.5432,81.6933,0.8129,0.0167,6
RD_2P_P,2662.35,2465.7115,112.7075,0.2696,2.5665,70.4913,0.6444,0.0382,6
RD_2P_P,2662.5,2465.8373,94.0416,0.2015,2.6144,64.4721,0.3769,0.032,6
RD_2P_P,2662.65,2465.9631,77.0754,0.1295,2.649,65.5548,0.1092,0.009,6
RD_2P_P,2662.8,2466.0888,66.5995,0.0926,2.6371,67.1433,0,0,6
RD_2P_P,2662.95,2466.2146,60.0965,0.0925,2.591,68.0767,0,0,6
RD_2P_P,2663.1,2466.3404,54.4564,0.1089,2.5608,68.2694,0,0,6
RD_2P_P,2663.25,2466.4662,54.8374,0.1194,2.5464,68.4939,0.0412,0.0261,6
RD_2P_P,2663.4,2466.592,61.0805,0.121,2.5135,72.1886,0.106,0.0946,4
RD_2P_P,2663.55,2466.7178,70.1509,0.1321,2.4462,79.3567,0.0985,0.1588,2
RD_2P_P,2663.7,2466.8436,79.2324,0.1614,2.366,86.3142,0.0834,0.2017,1
RD_2P_P,2663.85,2466.9694,82.8193,0.201,2.3005,92.4511,0.0863,0.232,2
RD_2P_P,2664,2467.0952,79.9847,0.2252,2.2573,93.249,0.0799,0.2496,2
RD_2P_P,2664.15,2467.221,75.3014,0.2355,2.2344,91.4805,0.0756,0.2551,2
RD_2P_P,2664.3,2467.3468,72.0473,0.2367,2.2313,88.6553,0.0742,0.2525,2
RD_2P_P,2664.45,2467.4726,72.8597,0.2322,2.2389,84.7567,0.0706,0.2454,2
RD_2P_P,2664.6,2467.5984,71.35,0.223,2.2527,78.4399,0.0769,0.2365,2
RD_2P_P,2664.75,2467.7242,72.5311,0.2172,2.2681,75.754,0.0977,0.2304,2
RD_2P_P,2664.9,2467.85,75.9111,0.2193,2.2758,79.4616,0.1261,0.2268,2
RD_2P_P,2665.05,2467.9758,79.0056,0.2249,2.2806,88.435,0.1312,0.231,2
RD_2P_P,2665.2,2468.1015,79.0742,0.2304,2.2701,90.6869,0.1205,0.2368,2
RD_2P_P,2665.35,2468.2273,75.5174,0.2318,2.2609,90.5533,0.1371,0.2414,2
RD_2P_P,2665.5,2468.3531,71.4974,0.2427,2.2528,88.5951,0.1725,0.2411,2
RD_2P_P,2665.65,2468.4789,69.5215,0.2528,2.2537,86.5144,0.1546,0.2397,2
RD_2P_P,2665.8,2468.6047,69.635,0.2434,2.2571,82.7391,0.0916,0.2353,2
RD_2P_P,2665.95,2468.7305,69.99,0.2189,2.2672,81.8514,0.0561,0.2284,2
RD_2P_P,2666.1,2468.8563,70.3026,0.2031,2.2797,80.0502,0.0689,0.2226,2
RD_2P_P,2666.25,2468.9821,70.2829,0.2032,2.2883,76.01,0.1093,0.2047,2
RD_2P_P,2666.4,2469.1079,70.8046,0.1966,2.321,70.902,0.1123,0.1896,2
RD_2P_P,2666.55,2469.2337,69.2618,0.1683,2.3712,66.9871,0.1068,0.1676,2
RD_2P_P,2666.7,2469.3595,65.5772,0.1284,2.4503,61.6193,0.0036,0.0056,2
RD_2P_P,2666.85,2469.4853,65.8639,0.0994,2.5131,62.9838,0,0,2
RD_2P_P,2667,2469.6111,71.41,0.0899,2.5376,69.5266,0,0,6
RD_2P_P,2667.15,2469.7369,74.8541,0.1198,2.4921,75.8102,0.0027,0.0021,6
RD_2P_P,2667.3,2469.8627,78.4404,0.1786,2.3986,80.1508,0.1992,0.153,5
RD_2P_P,2667.45,2469.9884,74.2386,0.2175,2.3189,85.8805,0.1857,0.2027,2
RD_2P_P,2667.6,2470.1142,71.4037,0.2352,2.3054,89.4997,0.22,0.208,3
RD_2P_P,2667.75,2470.24,70.9529,0.2131,2.3411,88.5627,0.2186,0.1858,3
RD_2P_P,2667.9,2470.3658,79.8364,0.1988,2.3979,86.4636,0.28,0.1516,3
RD_2P_P,2668.05,2470.4916,83.4422,0.1837,2.4377,84.5317,0.3133,0.1287,3
RD_2P_P,2668.2,2470.6174,89.8962,0.197,2.4535,83.4425,0.3893,0.1186,3
RD_2P_P,2668.35,2470.7432,88.561,0.2049,2.4582,83.1103,0.4247,0.1155,3
RD_2P_P,2668.5,2470.869,89.6974,0.2092,2.4579,82.7946,0.4337,0.1146,3
RD_2P_P,2668.65,2470.9948,86.9046,0.1983,2.466,83.1558,0.416,0.1105,3
RD_2P_P,2668.8,2471.1206,86.3024,0.1978,2.4709,83.7863,0.4258,0.1077,3
RD_2P_P,2668.95,2471.2464,90.6166,0.2017,2.4722,84.5406,0.4386,0.1071,3
RD_2P_P,2669.1,2471.3722,93.6489,0.2019,2.4701,84.8225,0.4275,0.1094,3
RD_2P_P,2669.25,2471.498,96.0926,0.1964,2.4619,84.9933,0.4009,0.1148,3
RD_2P_P,2669.4,2471.6238,94.5875,0.2024,2.454,84.8383,0.4144,0.1188,3
RD_2P_P,2669.55,2471.7496,92.6016,0.2157,2.4483,84.8072,0.4473,0.1206,3
RD_2P_P,2669.7,2471.8753,92.4384,0.2226,2.4472,85.2906,0.466,0.1197,3
RD_2P_P,2669.85,2472.0011,89.2801,0.2214,2.4527,85.6322,0.4719,0.1152,3
RD_2P_P,2670,2472.1269,90.9763,0.2157,2.4643,85.7259,0.4741,0.1077,3
RD_2P_P,2670.15,2472.2527,92.363,0.2073,2.4794,85.7811,0.4674,0.1003,3
RD_2P_P,2670.3,2472.3785,96.7714,0.197,2.4876,85.7319,0.4535,0.0974,3
RD_2P_P,2670.45,2472.5043,97.8692,0.1967,2.4872,85.6597,0.4657,0.0974,3
RD_2P_P,2670.6,2472.6301,95.7816,0.207,2.4869,85.729,0.516,0.0961,3
RD_2P_P,2670.75,2472.7559,98.9166,0.2259,2.4879,85.8733,0.5699,0.0955,3
RD_2P_P,2670.9,2472.8817,101.2791,0.2366,2.4829,86.1345,0.5872,0.0978,3
RD_2P_P,2671.05,2473.0075,100.0905,0.2389,2.4785,86.2063,0.57,0.1011,3
RD_2P_P,2671.2,2473.1333,95.0409,0.2428,2.4861,86.2506,0.5326,0.1003,3
RD_2P_P,2671.35,2473.2591,90.9982,0.2344,2.5047,86.1704,0.5104,0.094,3
RD_2P_P,2671.5,2473.3849,90.8295,0.2292,2.5189,86.0081,0.5139,0.0904,3
RD_2P_P,2671.65,2473.5107,91.7137,0.2328,2.5201,86.2428,0.5197,0.0938,3
RD_2P_P,2671.8,2473.6365,91.8723,0.2412,2.5182,86.5924,0.5297,0.0987,3
RD_2P_P,2671.95,2473.7623,93.3642,0.2509,2.5164,87.0458,0.5387,0.099,3
RD_2P_P,2672.1,2473.888,93.6987,0.2443,2.5073,87.452,0.536,0.0979,3
RD_2P_P,2672.25,2474.0138,92.7553,0.2337,2.4916,87.553,0.5296,0.1,3
RD_2P_P,2672.4,2474.1396,94.3551,0.2264,2.4795,87.1268,0.54,0.0993,3
RD_2P_P,2672.55,2474.2654,96.5683,0.2253,2.4827,86.2008,0.5693,0.0947,3
RD_2P_P,2672.7,2474.3912,98.0912,0.2382,2.4945,85.8195,0.593,0.0906,3
RD_2P_P,2672.85,2474.517,98.6216,0.2446,2.5011,85.7863,0.6129,0.0864,3
RD_2P_P,2673,2474.6428,101.1874,0.2413,2.5063,86.0577,0.6157,0.084,3
RD_2P_P,2673.15,2474.7686,102.2761,0.2337,2.5059,86.8985,0.5997,0.0863,3
RD_2P_P,2673.3,2474.8944,102.6529,0.2314,2.5002,87.8178,0.5841,0.091,3
RD_2P_P,2673.45,2475.0202,97.9935,0.2347,2.4927,88.4061,0.5799,0.0929,3
RD_2P_P,2673.6,2475.146,98.8505,0.233,2.4916,88.5262,0.6003,0.0935,3
RD_2P_P,2673.75,2475.2718,99.9434,0.2496,2.4917,87.8701,0.5975,0.1008,3
RD_2P_P,2673.9,2475.3976,98.3289,0.2562,2.4825,87.7227,0.5749,0.1167,3
RD_2P_P,2674.05,2475.5234,96.1637,0.2742,2.4668,87.1359,0.5618,0.1203,3
RD_2P_P,2674.2,2475.6492,95.2939,0.2645,2.4589,87.0321,0.5608,0.1105,3
RD_2P_P,2674.35,2475.7749,96.9126,0.2464,2.468,86.6341,0.5272,0.0968,3
RD_2P_P,2674.5,2475.9007,96.3616,0.2125,2.4908,86.163,0.5193,0.0816,3
RD_2P_P,2674.65,2476.0265,94.1589,0.1985,2.5172,85.5328,0.5415,0.0739,3
RD_2P_P,2674.8,2476.1523,97.1903,0.201,2.5258,84.9556,0.5685,0.0748,3
